Quality;Polygons;Lights;Shadows;Particles;IsComplexMaterial;FPS
3;250000;16;0;500;0;3.75
3;250000;16;0;1000;0;3.80
3;250000;16;0;2000;0;3.65
3;250000;16;0;3000;0;3.42
3;250000;16;1;0;0;4.22
3;250000;16;1;100;0;3.88
3;250000;16;1;500;0;3.80
3;250000;16;1;1000;0;3.46
3;250000;16;1;2000;0;3.88
3;250000;16;1;3000;0;3.86
3;0;0;0;0;1;0.79
3;0;0;0;100;1;150.41
3;0;0;0;500;1;104.02
3;0;0;0;1000;1;84.46
3;0;0;0;2000;1;56.96
3;0;0;0;3000;1;41.93
3;0;0;1;0;1;129.50
3;0;0;1;100;1;131.80
3;0;0;1;500;1;102.77
3;0;0;1;1000;1;79.45
3;0;0;1;2000;1;55.88
3;0;0;1;3000;1;41.75
3;0;1;0;0;1;142.39
3;0;1;0;100;1;142.99
3;0;1;0;500;1;106.06
3;0;1;0;1000;1;81.40
3;0;1;0;2000;1;52.47
3;0;1;0;3000;1;38.91
3;0;1;1;0;1;136.57
3;0;1;1;100;1;137.90
3;0;1;1;500;1;104.77
3;0;1;1;1000;1;81.52
3;0;1;1;2000;1;52.22
3;0;1;1;3000;1;38.48
3;0;2;0;0;1;136.98
3;0;2;0;100;1;139.76
3;0;2;0;500;1;105.92
3;0;2;0;1000;1;78.39
3;0;2;0;2000;1;51.59
3;0;2;0;3000;1;37.85
3;0;2;1;0;1;112.28
3;0;2;1;100;1;129.22
3;0;2;1;500;1;99.81
3;0;2;1;1000;1;76.85
3;0;2;1;2000;1;50.94
3;0;2;1;3000;1;38.13
3;0;4;0;0;1;135.91
3;0;4;0;100;1;132.41
3;0;4;0;500;1;103.15
3;0;4;0;1000;1;79.68
3;0;4;0;2000;1;51.79
3;0;4;0;3000;1;38.72
3;0;4;1;0;1;137.84
3;0;4;1;100;1;139.56
3;0;4;1;500;1;103.88
3;0;4;1;1000;1;79.12
3;0;4;1;2000;1;52.35
3;0;4;1;3000;1;38.10
3;0;8;0;0;1;137.12
3;0;8;0;100;1;135.98
3;0;8;0;500;1;103.51
3;0;8;0;1000;1;81.47
3;0;8;0;2000;1;52.67
3;0;8;0;3000;1;38.70
3;0;8;1;0;1;132.65
3;0;8;1;100;1;125.31
3;0;8;1;500;1;99.21
3;0;8;1;1000;1;77.26
3;0;8;1;2000;1;50.94
3;0;8;1;3000;1;37.96
3;0;12;0;0;1;117.08
3;0;12;0;100;1;124.39
3;0;12;0;500;1;99.98
3;0;12;0;1000;1;82.12
3;0;12;0;2000;1;52.66
3;0;12;0;3000;1;39.99
3;0;12;1;0;1;124.10
3;0;12;1;100;1;123.98
3;0;12;1;500;1;101.92
3;0;12;1;1000;1;82.97
3;0;12;1;2000;1;56.32
3;0;12;1;3000;1;39.65
3;0;16;0;0;1;123.67
3;0;16;0;100;1;136.57
3;0;16;0;500;1;111.20
3;0;16;0;1000;1;83.60
3;0;16;0;2000;1;55.07
3;0;16;0;3000;1;38.89
3;0;16;1;0;1;138.34
3;0;16;1;100;1;121.79
3;0;16;1;500;1;92.91
3;0;16;1;1000;1;78.88
3;0;16;1;2000;1;54.84
3;0;16;1;3000;1;38.70
3;100;0;0;0;1;104.50
3;100;0;0;100;1;142.35
3;100;0;0;500;1;106.01
3;100;0;0;1000;1;78.11
3;100;0;0;2000;1;51.29
3;100;0;0;3000;1;38.12
3;100;0;1;0;1;138.55
3;100;0;1;100;1;138.57
3;100;0;1;500;1;104.56
3;100;0;1;1000;1;79.16
3;100;0;1;2000;1;52.24
3;100;0;1;3000;1;38.71
3;100;1;0;0;1;135.94
3;100;1;0;100;1;136.18
3;100;1;0;500;1;103.37
3;100;1;0;1000;1;78.00
3;100;1;0;2000;1;51.29
3;100;1;0;3000;1;38.23
3;100;1;1;0;1;126.20
3;100;1;1;100;1;119.10
3;100;1;1;500;1;88.51
3;100;1;1;1000;1;72.91
3;100;1;1;2000;1;49.62
3;100;1;1;3000;1;37.55
3;100;2;0;0;1;131.48
3;100;2;0;100;1;137.19
3;100;2;0;500;1;103.23
3;100;2;0;1000;1;78.77
3;100;2;0;2000;1;51.30
3;100;2;0;3000;1;38.51
3;100;2;1;0;1;129.95
3;100;2;1;100;1;129.63
3;100;2;1;500;1;99.40
3;100;2;1;1000;1;77.61
3;100;2;1;2000;1;51.37
3;100;2;1;3000;1;38.17
3;100;4;0;0;1;113.05
3;100;4;0;100;1;122.64
3;100;4;0;500;1;96.91
3;100;4;0;1000;1;72.70
3;100;4;0;2000;1;51.23
3;100;4;0;3000;1;39.68
3;100;4;1;0;1;139.25
3;100;4;1;100;1;141.73
3;100;4;1;500;1;104.38
3;100;4;1;1000;1;78.23
3;100;4;1;2000;1;52.25
3;100;4;1;3000;1;38.41
3;100;8;0;0;1;136.87
3;100;8;0;100;1;137.23
3;100;8;0;500;1;103.26
3;100;8;0;1000;1;79.84
3;100;8;0;2000;1;51.96
3;100;8;0;3000;1;38.67
3;100;8;1;0;1;129.16
3;100;8;1;100;1;130.44
3;100;8;1;500;1;99.98
3;100;8;1;1000;1;77.44
3;100;8;1;2000;1;51.52
3;100;8;1;3000;1;36.82
3;100;12;0;0;1;130.26
3;100;12;0;100;1;138.09
3;100;12;0;500;1;105.09
3;100;12;0;1000;1;79.48
3;100;12;0;2000;1;52.10
3;100;12;0;3000;1;38.54
3;100;12;1;0;1;126.04
3;100;12;1;100;1;128.94
3;100;12;1;500;1;99.05
3;100;12;1;1000;1;77.32
3;100;12;1;2000;1;51.52
3;100;12;1;3000;1;38.06
3;100;16;0;0;1;136.39
3;100;16;0;100;1;132.97
3;100;16;0;500;1;102.92
3;100;16;0;1000;1;79.81
3;100;16;0;2000;1;52.44
3;100;16;0;3000;1;38.71
3;100;16;1;0;1;130.73
3;100;16;1;100;1;130.05
3;100;16;1;500;1;98.24
3;100;16;1;1000;1;76.04
3;100;16;1;2000;1;50.64
3;100;16;1;3000;1;38.51
3;500;0;0;0;1;90.79
3;500;0;0;100;1;125.28
3;500;0;0;500;1;99.63
3;500;0;0;1000;1;77.09
3;500;0;0;2000;1;51.56
3;500;0;0;3000;1;37.82
3;500;0;1;0;1;122.34
3;500;0;1;100;1;125.87
3;500;0;1;500;1;96.45
3;500;0;1;1000;1;64.94
3;500;0;1;2000;1;42.77
3;500;0;1;3000;1;19.60
3;500;1;0;0;1;51.92
3;500;1;0;100;1;111.59
3;500;1;0;500;1;96.00
3;500;1;0;1000;1;73.18
3;500;1;0;2000;1;49.98
3;500;1;0;3000;1;37.10
3;500;1;1;0;1;115.27
3;500;1;1;100;1;117.13
3;500;1;1;500;1;91.36
3;500;1;1;1000;1;71.92
3;500;1;1;2000;1;50.43
3;500;1;1;3000;1;37.30
3;500;2;0;0;1;118.55
3;500;2;0;100;1;128.76
3;500;2;0;500;1;98.09
3;500;2;0;1000;1;75.32
3;500;2;0;2000;1;50.56
3;500;2;0;3000;1;36.96
3;500;2;1;0;1;118.63
3;500;2;1;100;1;118.71
3;500;2;1;500;1;95.17
3;500;2;1;1000;1;75.41
3;500;2;1;2000;1;50.38
3;500;2;1;3000;1;37.15
3;500;4;0;0;1;125.26
3;500;4;0;100;1;129.96
3;500;4;0;500;1;98.99
3;500;4;0;1000;1;77.15
3;500;4;0;2000;1;51.11
3;500;4;0;3000;1;37.87
3;500;4;1;0;1;118.58
3;500;4;1;100;1;116.34
3;500;4;1;500;1;93.10
3;500;4;1;1000;1;75.68
3;500;4;1;2000;1;50.43
3;500;4;1;3000;1;37.81
3;500;8;0;0;1;124.56
3;500;8;0;100;1;130.52
3;500;8;0;500;1;99.56
3;500;8;0;1000;1;76.61
3;500;8;0;2000;1;51.04
3;500;8;0;3000;1;37.62
3;500;8;1;0;1;117.47
3;500;8;1;100;1;122.52
3;500;8;1;500;1;96.36
3;500;8;1;1000;1;75.91
3;500;8;1;2000;1;50.89
3;500;8;1;3000;1;37.51
3;500;12;0;0;1;128.05
3;500;12;0;100;1;126.45
3;500;12;0;500;1;99.13
3;500;12;0;1000;1;76.89
3;500;12;0;2000;1;51.21
3;500;12;0;3000;1;37.83
3;500;12;1;0;1;118.73
3;500;12;1;100;1;117.15
3;500;12;1;500;1;95.68
3;500;12;1;1000;1;73.17
3;500;12;1;2000;1;50.27
3;500;12;1;3000;1;37.25
3;500;16;0;0;1;124.16
3;500;16;0;100;1;123.71
3;500;16;0;500;1;99.30
3;500;16;0;1000;1;66.25
3;500;16;0;2000;1;44.79
3;500;16;0;3000;1;35.98
3;500;16;1;0;1;122.18
3;500;16;1;100;1;129.02
3;500;16;1;500;1;99.15
3;500;16;1;1000;1;76.69
3;500;16;1;2000;1;51.14
3;500;16;1;3000;1;37.81
3;1000;0;0;0;1;83.46
3;1000;0;0;100;1;122.50
3;1000;0;0;500;1;93.28
3;1000;0;0;1000;1;72.73
3;1000;0;0;2000;1;49.31
3;1000;0;0;3000;1;37.02
3;1000;0;1;0;1;110.71
3;1000;0;1;100;1;117.99
3;1000;0;1;500;1;95.20
3;1000;0;1;1000;1;72.02
3;1000;0;1;2000;1;49.54
3;1000;0;1;3000;1;37.06
3;1000;1;0;0;1;111.54
3;1000;1;0;100;1;121.52
3;1000;1;0;500;1;92.30
3;1000;1;0;1000;1;72.86
3;1000;1;0;2000;1;49.63
3;1000;1;0;3000;1;36.57
3;1000;1;1;0;1;106.14
3;1000;1;1;100;1;111.50
3;1000;1;1;500;1;90.90
3;1000;1;1;1000;1;70.37
3;1000;1;1;2000;1;49.57
3;1000;1;1;3000;1;37.00
3;1000;2;0;0;1;111.65
3;1000;2;0;100;1;119.98
3;1000;2;0;500;1;91.95
3;1000;2;0;1000;1;72.55
3;1000;2;0;2000;1;49.53
3;1000;2;0;3000;1;37.34
3;1000;2;1;0;1;104.57
3;1000;2;1;100;1;109.05
3;1000;2;1;500;1;90.97
3;1000;2;1;1000;1;69.05
3;1000;2;1;2000;1;49.02
3;1000;2;1;3000;1;36.66
3;1000;4;0;0;1;111.16
3;1000;4;0;100;1;112.44
3;1000;4;0;500;1;88.91
3;1000;4;0;1000;1;70.23
3;1000;4;0;2000;1;48.88
3;1000;4;0;3000;1;36.29
3;1000;4;1;0;1;102.10
3;1000;4;1;100;1;110.18
3;1000;4;1;500;1;90.04
3;1000;4;1;1000;1;71.71
3;1000;4;1;2000;1;48.68
3;1000;4;1;3000;1;35.67
3;1000;8;0;0;1;111.49
3;1000;8;0;100;1;115.40
3;1000;8;0;500;1;91.63
3;1000;8;0;1000;1;71.75
3;1000;8;0;2000;1;49.69
3;1000;8;0;3000;1;36.91
3;1000;8;1;0;1;105.23
3;1000;8;1;100;1;111.38
3;1000;8;1;500;1;88.97
3;1000;8;1;1000;1;70.86
3;1000;8;1;2000;1;49.16
3;1000;8;1;3000;1;36.95
3;1000;12;0;0;1;111.24
3;1000;12;0;100;1;117.33
3;1000;12;0;500;1;93.25
3;1000;12;0;1000;1;72.49
3;1000;12;0;2000;1;49.78
3;1000;12;0;3000;1;37.43
3;1000;12;1;0;1;106.51
3;1000;12;1;100;1;110.91
3;1000;12;1;500;1;90.58
3;1000;12;1;1000;1;70.87
3;1000;12;1;2000;1;49.40
3;1000;12;1;3000;1;36.71
3;1000;16;0;0;1;111.26
3;1000;16;0;100;1;111.42
3;1000;16;0;500;1;92.24
3;1000;16;0;1000;1;71.76
3;1000;16;0;2000;1;49.71
3;1000;16;0;3000;1;36.73
3;1000;16;1;0;1;99.90
3;1000;16;1;100;1;105.98
3;1000;16;1;500;1;86.66
3;1000;16;1;1000;1;70.14
3;1000;16;1;2000;1;50.15
3;1000;16;1;3000;1;36.78
3;5000;0;0;0;1;37.44
3;5000;0;0;100;1;66.40
3;5000;0;0;500;1;59.25
3;5000;0;0;1000;1;51.95
3;5000;0;0;2000;1;38.94
3;5000;0;0;3000;1;31.00
3;5000;0;1;0;1;62.36
3;5000;0;1;100;1;62.44
3;5000;0;1;500;1;56.88
3;5000;0;1;1000;1;51.39
3;5000;0;1;2000;1;39.10
3;5000;0;1;3000;1;30.61
3;5000;1;0;0;1;59.18
3;5000;1;0;100;1;62.23
3;5000;1;0;500;1;57.66
3;5000;1;0;1000;1;50.15
3;5000;1;0;2000;1;37.86
3;5000;1;0;3000;1;29.78
3;5000;1;1;0;1;56.59
3;5000;1;1;100;1;58.72
3;5000;1;1;500;1;56.31
3;5000;1;1;1000;1;46.18
3;5000;1;1;2000;1;36.61
3;5000;1;1;3000;1;30.31
3;5000;2;0;0;1;59.69
3;5000;2;0;100;1;62.36
3;5000;2;0;500;1;56.99
3;5000;2;0;1000;1;50.75
3;5000;2;0;2000;1;36.96
3;5000;2;0;3000;1;26.62
3;5000;2;1;0;1;50.40
3;5000;2;1;100;1;53.17
3;5000;2;1;500;1;56.02
3;5000;2;1;1000;1;52.54
3;5000;2;1;2000;1;41.76
3;5000;2;1;3000;1;31.17
3;5000;4;0;0;1;63.73
3;5000;4;0;100;1;64.39
3;5000;4;0;500;1;59.02
3;5000;4;0;1000;1;51.85
3;5000;4;0;2000;1;35.74
3;5000;4;0;3000;1;28.68
3;5000;4;1;0;1;55.92
3;5000;4;1;100;1;63.29
3;5000;4;1;500;1;59.86
3;5000;4;1;1000;1;52.28
3;5000;4;1;2000;1;38.88
3;5000;4;1;3000;1;30.68
3;5000;8;0;0;1;59.65
3;5000;8;0;100;1;63.11
3;5000;8;0;500;1;58.49
3;5000;8;0;1000;1;51.05
3;5000;8;0;2000;1;38.59
3;5000;8;0;3000;1;30.69
3;5000;8;1;0;1;58.44
3;5000;8;1;100;1;61.46
3;5000;8;1;500;1;56.19
3;5000;8;1;1000;1;49.07
3;5000;8;1;2000;1;37.56
3;5000;8;1;3000;1;30.13
3;5000;12;0;0;1;61.94
3;5000;12;0;100;1;62.35
3;5000;12;0;500;1;56.85
3;5000;12;0;1000;1;50.98
3;5000;12;0;2000;1;38.69
3;5000;12;0;3000;1;30.85
3;5000;12;1;0;1;57.65
3;5000;12;1;100;1;59.54
3;5000;12;1;500;1;56.96
3;5000;12;1;1000;1;49.28
3;5000;12;1;2000;1;31.51
3;5000;12;1;3000;1;25.21
3;5000;16;0;0;1;46.44
3;5000;16;0;100;1;43.09
3;5000;16;0;500;1;32.93
3;5000;16;0;1000;1;29.26
3;5000;16;0;2000;1;19.31
3;5000;16;0;3000;1;16.74
3;5000;16;1;0;1;24.41
3;5000;16;1;100;1;25.36
3;5000;16;1;500;1;30.90
3;5000;16;1;1000;1;30.49
3;5000;16;1;2000;1;24.14
3;5000;16;1;3000;1;18.91
3;10000;0;0;0;1;6.35
3;10000;0;0;100;1;22.09
3;10000;0;0;500;1;21.59
3;10000;0;0;1000;1;19.76
3;10000;0;0;2000;1;18.28
3;10000;0;0;3000;1;18.01
3;10000;0;1;0;1;26.04
3;10000;0;1;100;1;29.28
3;10000;0;1;500;1;28.53
3;10000;0;1;1000;1;25.37
3;10000;0;1;2000;1;23.47
3;10000;0;1;3000;1;19.08
3;10000;1;0;0;1;29.83
3;10000;1;0;100;1;30.37
3;10000;1;0;500;1;25.56
3;10000;1;0;1000;1;25.71
3;10000;1;0;2000;1;23.27
3;10000;1;0;3000;1;19.68
3;10000;1;1;0;1;30.57
3;10000;1;1;100;1;28.20
3;10000;1;1;500;1;26.36
3;10000;1;1;1000;1;25.01
3;10000;1;1;2000;1;22.76
3;10000;1;1;3000;1;18.21
3;10000;2;0;0;1;26.13
3;10000;2;0;100;1;30.29
3;10000;2;0;500;1;29.57
3;10000;2;0;1000;1;26.52
3;10000;2;0;2000;1;23.63
3;10000;2;0;3000;1;19.34
3;10000;2;1;0;1;30.77
3;10000;2;1;100;1;28.21
3;10000;2;1;500;1;28.06
3;10000;2;1;1000;1;24.40
3;10000;2;1;2000;1;22.62
3;10000;2;1;3000;1;19.68
3;10000;4;0;0;1;32.25
3;10000;4;0;100;1;31.22
3;10000;4;0;500;1;28.96
3;10000;4;0;1000;1;28.30
3;10000;4;0;2000;1;22.73
3;10000;4;0;3000;1;19.17
3;10000;4;1;0;1;26.43
3;10000;4;1;100;1;29.59
3;10000;4;1;500;1;28.34
3;10000;4;1;1000;1;24.09
3;10000;4;1;2000;1;21.50
3;10000;4;1;3000;1;16.64
3;10000;8;0;0;1;25.66
3;10000;8;0;100;1;29.36
3;10000;8;0;500;1;30.61
3;10000;8;0;1000;1;29.33
3;10000;8;0;2000;1;24.71
3;10000;8;0;3000;1;19.84
3;10000;8;1;0;1;28.98
3;10000;8;1;100;1;30.13
3;10000;8;1;500;1;28.98
3;10000;8;1;1000;1;25.50
3;10000;8;1;2000;1;22.78
3;10000;8;1;3000;1;19.37
3;10000;12;0;0;1;29.66
3;10000;12;0;100;1;30.85
3;10000;12;0;500;1;28.78
3;10000;12;0;1000;1;25.00
3;10000;12;0;2000;1;22.37
3;10000;12;0;3000;1;17.13
3;10000;12;1;0;1;29.04
3;10000;12;1;100;1;32.67
3;10000;12;1;500;1;31.99
3;10000;12;1;1000;1;30.62
3;10000;12;1;2000;1;28.56
3;10000;12;1;3000;1;24.02
3;10000;16;0;0;1;38.45
3;10000;16;0;100;1;37.87
3;10000;16;0;500;1;36.62
3;10000;16;0;1000;1;32.98
3;10000;16;0;2000;1;29.51
3;10000;16;0;3000;1;25.12
3;10000;16;1;0;1;38.51
3;10000;16;1;100;1;38.71
3;10000;16;1;500;1;36.85
3;10000;16;1;1000;1;33.14
3;10000;16;1;2000;1;29.09
3;10000;16;1;3000;1;24.63
3;25000;0;0;0;1;4.82
3;25000;0;0;100;1;22.37
3;25000;0;0;500;1;18.87
3;25000;0;0;1000;1;18.58
3;25000;0;0;2000;1;17.29
3;25000;0;0;3000;1;15.46
3;25000;0;1;0;1;19.56
3;25000;0;1;100;1;19.08
3;25000;0;1;500;1;10.79
3;25000;0;1;1000;1;10.81
3;25000;0;1;2000;1;10.71
3;25000;0;1;3000;1;8.86
3;25000;1;0;0;1;11.00
3;25000;1;0;100;1;10.41
3;25000;1;0;500;1;9.84
3;25000;1;0;1000;1;9.56
3;25000;1;0;2000;1;10.24
3;25000;1;0;3000;1;9.56
3;25000;1;1;0;1;10.01
3;25000;1;1;100;1;10.33
3;25000;1;1;500;1;10.22
3;25000;1;1;1000;1;10.34
3;25000;1;1;2000;1;10.11
3;25000;1;1;3000;1;9.86
3;25000;2;0;0;1;11.64
3;25000;2;0;100;1;11.03
3;25000;2;0;500;1;11.63
3;25000;2;0;1000;1;10.94
3;25000;2;0;2000;1;8.82
3;25000;2;0;3000;1;10.54
3;25000;2;1;0;1;10.62
3;25000;2;1;100;1;10.05
3;25000;2;1;500;1;10.66
3;25000;2;1;1000;1;12.34
3;25000;2;1;2000;1;13.12
3;25000;2;1;3000;1;12.70
3;25000;4;0;0;1;16.94
3;25000;4;0;100;1;17.63
3;25000;4;0;500;1;17.95
3;25000;4;0;1000;1;16.60
3;25000;4;0;2000;1;15.13
3;25000;4;0;3000;1;12.90
3;25000;4;1;0;1;17.11
3;25000;4;1;100;1;17.64
3;25000;4;1;500;1;17.89
3;25000;4;1;1000;1;16.34
3;25000;4;1;2000;1;15.25
3;25000;4;1;3000;1;12.61
3;25000;8;0;0;1;15.97
3;25000;8;0;100;1;15.66
3;25000;8;0;500;1;16.10
3;25000;8;0;1000;1;15.14
3;25000;8;0;2000;1;12.80
3;25000;8;0;3000;1;12.49
3;25000;8;1;0;1;16.92
3;25000;8;1;100;1;17.04
3;25000;8;1;500;1;16.70
3;25000;8;1;1000;1;16.67
3;25000;8;1;2000;1;15.79
3;25000;8;1;3000;1;14.98
3;25000;12;0;0;1;18.85
3;25000;12;0;100;1;18.81
3;25000;12;0;500;1;18.75
3;25000;12;0;1000;1;17.60
3;25000;12;0;2000;1;15.54
3;25000;12;0;3000;1;15.73
3;25000;12;1;0;1;18.55
3;25000;12;1;100;1;18.55
3;25000;12;1;500;1;17.94
3;25000;12;1;1000;1;17.24
3;25000;12;1;2000;1;16.02
3;25000;12;1;3000;1;15.36
3;25000;16;0;0;1;18.26
3;25000;16;0;100;1;18.56
3;25000;16;0;500;1;17.84
3;25000;16;0;1000;1;17.91
3;25000;16;0;2000;1;16.48
3;25000;16;0;3000;1;16.08
3;25000;16;1;0;1;17.83
3;25000;16;1;100;1;18.07
3;25000;16;1;500;1;17.43
3;25000;16;1;1000;1;17.22
3;25000;16;1;2000;1;15.63
3;25000;16;1;3000;1;15.29
3;50000;0;0;0;1;3.21
3;50000;0;0;100;1;10.89
3;50000;0;0;500;1;9.67
3;50000;0;0;1000;1;9.86
3;50000;0;0;2000;1;9.63
3;50000;0;0;3000;1;8.53
3;50000;0;1;0;1;10.45
3;50000;0;1;100;1;10.30
3;50000;0;1;500;1;10.28
3;50000;0;1;1000;1;9.90
3;50000;0;1;2000;1;9.53
3;50000;0;1;3000;1;8.98
3;50000;1;0;0;1;10.34
3;50000;1;0;100;1;10.04
3;50000;1;0;500;1;10.28
3;50000;1;0;1000;1;9.54
3;50000;1;0;2000;1;9.43
3;50000;1;0;3000;1;9.15
3;50000;1;1;0;1;9.82
3;50000;1;1;100;1;9.84
3;50000;1;1;500;1;9.81
3;50000;1;1;1000;1;9.73
3;50000;1;1;2000;1;9.21
3;50000;1;1;3000;1;8.78
3;50000;2;0;0;1;9.67
3;50000;2;0;100;1;10.18
3;50000;2;0;500;1;10.14
3;50000;2;0;1000;1;9.93
3;50000;2;0;2000;1;9.62
3;50000;2;0;3000;1;8.82
3;50000;2;1;0;1;10.29
3;50000;2;1;100;1;10.12
3;50000;2;1;500;1;9.74
3;50000;2;1;1000;1;9.09
3;50000;2;1;2000;1;8.72
3;50000;2;1;3000;1;8.97
3;50000;4;0;0;1;9.39
3;50000;4;0;100;1;9.96
3;50000;4;0;500;1;9.98
3;50000;4;0;1000;1;9.79
3;50000;4;0;2000;1;9.35
3;50000;4;0;3000;1;8.85
3;50000;4;1;0;1;10.09
3;50000;4;1;100;1;10.14
3;50000;4;1;500;1;9.87
3;50000;4;1;1000;1;9.45
3;50000;4;1;2000;1;9.18
3;50000;4;1;3000;1;8.53
3;50000;8;0;0;1;9.78
3;50000;8;0;100;1;10.15
3;50000;8;0;500;1;9.88
3;50000;8;0;1000;1;9.90
3;50000;8;0;2000;1;9.08
3;50000;8;0;3000;1;8.70
3;50000;8;1;0;1;9.88
3;50000;8;1;100;1;9.08
3;50000;8;1;500;1;9.82
3;50000;8;1;1000;1;9.20
3;50000;8;1;2000;1;9.38
3;50000;8;1;3000;1;8.81
3;50000;12;0;0;1;9.88
3;50000;12;0;100;1;10.22
3;50000;12;0;500;1;10.07
3;50000;12;0;1000;1;10.00
3;50000;12;0;2000;1;9.64
3;50000;12;0;3000;1;9.17
3;50000;12;1;0;1;10.06
3;50000;12;1;100;1;9.92
3;50000;12;1;500;1;9.81
3;50000;12;1;1000;1;9.52
3;50000;12;1;2000;1;9.28
3;50000;12;1;3000;1;8.89
3;50000;16;0;0;1;10.15
3;50000;16;0;100;1;10.13
3;50000;16;0;500;1;10.03
3;50000;16;0;1000;1;10.05
3;50000;16;0;2000;1;9.69
3;50000;16;0;3000;1;9.11
3;50000;16;1;0;1;10.21
3;50000;16;1;100;1;9.23
3;50000;16;1;500;1;10.10
3;50000;16;1;1000;1;9.48
3;50000;16;1;2000;1;9.38
3;50000;16;1;3000;1;8.67
3;75000;0;0;0;1;2.86
3;75000;0;0;100;1;7.72
3;75000;0;0;500;1;6.34
3;75000;0;0;1000;1;7.81
3;75000;0;0;2000;1;7.42
3;75000;0;0;3000;1;6.07
3;75000;0;1;0;1;6.59
3;75000;0;1;100;1;7.77
3;75000;0;1;500;1;6.32
3;75000;0;1;1000;1;6.36
3;75000;0;1;2000;1;6.15
3;75000;0;1;3000;1;6.29
3;75000;1;0;0;1;7.65
3;75000;1;0;100;1;7.34
3;75000;1;0;500;1;7.42
3;75000;1;0;1000;1;6.33
3;75000;1;0;2000;1;5.71
3;75000;1;0;3000;1;6.13
3;75000;1;1;0;1;5.12
3;75000;1;1;100;1;5.20
3;75000;1;1;500;1;5.40
3;75000;1;1;1000;1;5.81
3;75000;1;1;2000;1;5.62
3;75000;1;1;3000;1;6.07
3;75000;2;0;0;1;7.46
3;75000;2;0;100;1;7.35
3;75000;2;0;500;1;7.28
3;75000;2;0;1000;1;6.30
3;75000;2;0;2000;1;5.86
3;75000;2;0;3000;1;6.42
3;75000;2;1;0;1;6.24
3;75000;2;1;100;1;6.38
3;75000;2;1;500;1;6.17
3;75000;2;1;1000;1;6.60
3;75000;2;1;2000;1;6.58
3;75000;2;1;3000;1;6.14
3;75000;4;0;0;1;7.66
3;75000;4;0;100;1;6.33
3;75000;4;0;500;1;7.56
3;75000;4;0;1000;1;6.57
3;75000;4;0;2000;1;5.75
3;75000;4;0;3000;1;5.70
3;75000;4;1;0;1;5.94
3;75000;4;1;100;1;6.05
3;75000;4;1;500;1;5.91
3;75000;4;1;1000;1;7.50
3;75000;4;1;2000;1;6.38
3;75000;4;1;3000;1;6.28
3;75000;8;0;0;1;6.48
3;75000;8;0;100;1;6.32
3;75000;8;0;500;1;6.21
3;75000;8;0;1000;1;6.61
3;75000;8;0;2000;1;7.37
3;75000;8;0;3000;1;6.20
3;75000;8;1;0;1;6.54
3;75000;8;1;100;1;7.48
3;75000;8;1;500;1;6.65
3;75000;8;1;1000;1;6.53
3;75000;8;1;2000;1;6.25
3;75000;8;1;3000;1;6.00
3;75000;12;0;0;1;6.64
3;75000;12;0;100;1;7.73
3;75000;12;0;500;1;7.47
3;75000;12;0;1000;1;6.56
3;75000;12;0;2000;1;5.96
3;75000;12;0;3000;1;6.45
3;75000;12;1;0;1;6.64
3;75000;12;1;100;1;7.52
3;75000;12;1;500;1;6.44
3;75000;12;1;1000;1;6.45
3;75000;12;1;2000;1;5.63
3;75000;12;1;3000;1;5.31
3;75000;16;0;0;1;6.00
3;75000;16;0;100;1;7.59
3;75000;16;0;500;1;6.63
3;75000;16;0;1000;1;6.37
3;75000;16;0;2000;1;5.79
3;75000;16;0;3000;1;6.06
3;75000;16;1;0;1;6.15
3;75000;16;1;100;1;6.63
3;75000;16;1;500;1;7.21
3;75000;16;1;1000;1;6.00
3;75000;16;1;2000;1;5.77
3;75000;16;1;3000;1;5.88
3;100000;0;0;0;1;2.79
3;100000;0;0;100;1;5.77
3;100000;0;0;500;1;5.13
3;100000;0;0;1000;1;4.88
3;100000;0;0;2000;1;5.08
3;100000;0;0;3000;1;5.15
3;100000;0;1;0;1;5.55
3;100000;0;1;100;1;5.62
3;100000;0;1;500;1;5.26
3;100000;0;1;1000;1;5.51
3;100000;0;1;2000;1;4.99
3;100000;0;1;3000;1;5.08
3;100000;1;0;0;1;5.34
3;100000;1;0;100;1;5.40
3;100000;1;0;500;1;5.23
3;100000;1;0;1000;1;5.06
3;100000;1;0;2000;1;5.07
3;100000;1;0;3000;1;4.99
3;100000;1;1;0;1;5.27
3;100000;1;1;100;1;5.26
3;100000;1;1;500;1;5.23
3;100000;1;1;1000;1;5.16
3;100000;1;1;2000;1;4.67
3;100000;1;1;3000;1;4.77
3;100000;2;0;0;1;5.01
3;100000;2;0;100;1;5.56
3;100000;2;0;500;1;5.31
3;100000;2;0;1000;1;5.09
3;100000;2;0;2000;1;5.26
3;100000;2;0;3000;1;4.80
3;100000;2;1;0;1;4.78
3;100000;2;1;100;1;5.04
3;100000;2;1;500;1;4.58
3;100000;2;1;1000;1;4.56
3;100000;2;1;2000;1;4.82
3;100000;2;1;3000;1;4.83
3;100000;4;0;0;1;5.33
3;100000;4;0;100;1;4.83
3;100000;4;0;500;1;5.12
3;100000;4;0;1000;1;5.14
3;100000;4;0;2000;1;5.25
3;100000;4;0;3000;1;5.01
3;100000;4;1;0;1;5.42
3;100000;4;1;100;1;5.34
3;100000;4;1;500;1;5.09
3;100000;4;1;1000;1;5.16
